in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
NO,NO,*,NO,*,*,*,*,*,2121,3309,18795218.10,11636440.39,0.6191
*,NO,*,*,*,YES,*,YES,YES,2999,3308,20017627.97,18014031.66,0.8999
NO,*,*,YES,YES,NO,*,*,*,1258,3307,21345832.97,8009617.13,0.3752
*,NO,NO,NO,YES,YES,YES,*,*,1344,3305,22203300.40,7733291.22,0.3483
*,NO,*,NO,YES,YES,YES,*,*,1344,3305,22203300.40,7733291.22,0.3483
*,*,NO,YES,*,*,NO,NO,*,814,3304,18678894.33,4394528.82,0.2353
NO,NO,NO,*,YES,*,NO,*,*,1869,3302,18681947.24,10501772.53,0.5621
*,*,NO,NO,*,YES,YES,YES,*,1324,3297,22294702.15,7670567.18,0.3441
*,*,*,NO,*,YES,YES,YES,*,1324,3297,22294702.15,7670567.18,0.3441
*,*,NO,*,*,*,*,NO,NO,6,3289,18568319.31,43770.34,0.0024
YES,*,*,*,YES,*,*,NO,NO,5,3286,19350668.35,50456.01,0.0026
YES,NO,NO,NO,YES,YES,NO,YES,*,582,3286,25645366.51,3831644.87,0.1494
YES,NO,*,NO,YES,YES,NO,YES,*,582,3286,25645366.51,3831644.87,0.1494
*,NO,NO,*,YES,YES,YES,YES,*,1297,3280,22143848.49,7508739.09,0.3391
*,*,NO,NO,YES,YES,*,*,YES,2991,3271,19344377.57,17539291.08,0.9067
*,*,*,NO,YES,YES,*,*,YES,2991,3271,19344377.57,17539291.08,0.9067
*,NO,NO,NO,*,*,NO,YES,NO,6,3265,25338705.42,27496.45,0.0011
*,NO,*,NO,*,*,NO,YES,NO,6,3265,25338705.42,27496.45,0.0011
*,*,NO,YES,YES,*,NO,NO,*,790,3264,18342222.89,4217148.85,0.2299
*,*,*,YES,*,*,*,NO,NO,5,3263,19329150.69,48173.41,0.0025
*,*,NO,*,YES,NO,*,*,YES,2834,3262,21239166.70,18479394.14,0.8701
*,*,*,YES,YES,*,YES,*,*,650,3259,24755260.96,4422732.40,0.1787
*,NO,NO,NO,*,YES,YES,YES,*,1316,3257,22056180.32,7644472.87,0.3466
*,NO,*,NO,*,YES,YES,YES,*,1316,3257,22056180.32,7644472.87,0.3466
NO,*,*,YES,YES,*,NO,*,*,1232,3256,20199620.37,7475731.19,0.3701
YES,*,NO,*,YES,*,*,*,YES,2856,3255,21576128.99,18874600.55,0.8748
*,*,NO,NO,YES,YES,YES,YES,*,1291,3244,21966543.89,7468566.83,0.3400
*,*,*,NO,YES,YES,YES,YES,*,1291,3244,21966543.89,7468566.83,0.3400
*,NO,NO,YES,*,NO,NO,*,*,977,3236,22331516.44,6120286.63,0.2741
NO,*,*,*,*,*,*,YES,YES,2903,3235,19255203.29,17249108.55,0.8958
YES,NO,NO,*,YES,NO,*,*,*,736,3235,23743216.62,4921071.40,0.2073
*,*,*,YES,YES,*,*,NO,NO,5,3234,19072617.05,48173.41,0.0025
*,NO,NO,*,*,YES,*,YES,YES,2937,3234,19541119.14,17612388.08,0.9013
*,NO,NO,NO,YES,YES,*,*,YES,2960,3234,19172134.57,17395865.91,0.9074
*,NO,*,NO,YES,YES,*,*,YES,2960,3234,19172134.57,17395865.91,0.9074
YES,*,NO,NO,YES,*,NO,YES,NO,3,3233,25289431.09,18835.56,0.0007
YES,*,*,NO,YES,*,NO,YES,NO,3,3233,25289431.09,18835.56,0.0007
*,NO,NO,*,*,NO,*,*,NO,12,3231,23307328.08,69950.92,0.0030
*,*,*,*,YES,NO,YES,YES,*,623,3231,25030251.96,4295802.56,0.1716
*,*,NO,*,YES,YES,*,YES,YES,2921,3228,19451810.47,17458458.24,0.8975
*,NO,*,*,YES,YES,*,YES,YES,2921,3227,19503852.37,17512322.25,0.8979
*,*,NO,YES,YES,*,*,*,YES,2804,3226,20585736.19,17893110.32,0.8692
NO,NO,NO,*,YES,*,*,*,YES,2970,3225,17877419.19,16357976.50,0.9150
*,NO,NO,NO,*,*,*,YES,YES,2928,3224,19612500.76,17687924.49,0.9019
*,NO,*,NO,*,*,*,YES,YES,2928,3224,19612500.76,17687924.49,0.9019
*,NO,NO,NO,YES,*,NO,YES,NO,6,3223,25033526.61,27496.45,0.0011
*,NO,*,NO,YES,*,NO,YES,NO,6,3223,25033526.61,27496.45,0.0011
*,NO,*,YES,*,NO,NO,YES,*,648,3218,24782570.91,4505518.77,0.1818
YES,NO,NO,NO,*,*,NO,*,NO,4,3214,24652323.61,28499.58,0.0012
YES,NO,*,NO,*,*,NO,*,NO,4,3214,24652323.61,28499.58,0.0012
*,NO,NO,NO,YES,YES,YES,YES,*,1284,3212,21780231.42,7447595.00,0.3419
*,NO,*,NO,YES,YES,YES,YES,*,1284,3212,21780231.42,7447595.00,0.3419
*,*,NO,*,YES,*,*,NO,NO,5,3204,17953503.52,34106.33,0.0019
*,NO,NO,YES,YES,NO,NO,*,*,968,3203,22097464.86,6055030.26,0.2740
NO,*,*,*,YES,NO,*,YES,*,1105,3188,20816064.99,7200608.82,0.3459
NO,NO,NO,NO,YES,*,*,*,*,2034,3179,18000851.36,11124297.17,0.6180
NO,NO,*,NO,YES,*,*,*,*,2034,3179,18000851.36,11124297.17,0.6180
*,NO,*,YES,YES,NO,NO,YES,*,642,3178,24455374.36,4462141.63,0.1825
YES,*,NO,*,*,*,NO,NO,*,583,3177,17988767.43,3153935.31,0.1753
NO,*,*,YES,*,*,*,YES,*,1049,3172,20640691.08,6777091.69,0.3283
YES,NO,NO,NO,YES,*,NO,*,NO,3,3167,24331616.14,18835.56,0.0008
YES,NO,*,NO,YES,*,NO,*,NO,3,3167,24331616.14,18835.56,0.0008
YES,*,*,YES,*,*,NO,NO,*,439,3163,18870890.56,2547219.95,0.1350
*,NO,NO,*,YES,YES,*,YES,YES,2863,3157,19058841.63,17142176.75,0.8994
NO,*,NO,NO,*,*,*,YES,*,1860,3154,18555259.37,10495480.49,0.5656
NO,*,*,NO,*,*,*,YES,*,1860,3154,18555259.37,10495480.49,0.5656
YES,*,*,*,*,*,NO,NO,NO,5,3153,18542189.41,48909.98,0.0026
NO,*,NO,*,YES,*,*,*,NO,6,3148,19217872.43,22632.84,0.0012
YES,*,NO,*,*,*,YES,*,NO,3,3141,24553702.30,25112.73,0.0010
*,*,*,YES,*,NO,YES,*,*,637,3139,24344806.31,4402171.81,0.1808
*,*,NO,NO,*,YES,NO,YES,NO,5,3137,24343734.33,22150.84,0.0009
*,*,*,NO,*,YES,NO,YES,NO,5,3137,24343734.33,22150.84,0.0009
*,NO,NO,*,YES,NO,*,*,NO,11,3133,22617887.26,60286.91,0.0027
YES,*,*,YES,YES,*,NO,NO,*,425,3130,18583499.76,2426039.16,0.1305
NO,*,*,*,*,NO,NO,*,*,1229,3125,19894274.94,7591183.83,0.3816
*,NO,NO,NO,YES,*,*,YES,YES,2834,3124,18985475.06,17089770.68,0.9001
*,NO,*,NO,YES,*,*,YES,YES,2834,3124,18985475.06,17089770.68,0.9001
*,NO,*,YES,*,NO,*,YES,NO,5,3121,24780084.06,14743.97,0.0006
*,*,*,*,*,YES,*,NO,*,796,3118,16091952.82,3978752.44,0.2473
NO,*,*,*,YES,*,*,YES,YES,2793,3116,18539995.53,16585921.80,0.8946
YES,*,NO,NO,*,YES,NO,*,NO,3,3112,23771486.50,18835.56,0.0008
YES,*,*,NO,*,YES,NO,*,NO,3,3112,23771486.50,18835.56,0.0008
*,NO,*,YES,*,*,*,NO,*,869,3112,17161457.84,4643813.07,0.2706
NO,*,NO,*,*,*,*,YES,YES,2788,3107,18295067.64,16359375.41,0.8942
YES,*,*,*,YES,*,NO,NO,NO,4,3106,18190072.67,39245.96,0.0022
*,*,NO,NO,YES,YES,NO,YES,NO,5,3103,24126795.09,22150.84,0.0009
*,*,*,NO,YES,YES,NO,YES,NO,5,3103,24126795.09,22150.84,0.0009
YES,*,NO,*,YES,*,NO,NO,*,550,3101,17430443.15,2917263.29,0.1674
YES,NO,*,YES,*,NO,NO,*,*,511,3096,23688882.16,3468716.33,0.1464
NO,*,*,*,*,*,*,YES,NO,6,3091,19940747.15,23463.63,0.0012
*,NO,NO,YES,*,NO,*,YES,*,790,3077,22733629.71,5350709.42,0.2354
NO,*,*,YES,YES,*,*,YES,*,1019,3077,19971639.55,6568814.41,0.3289
*,*,*,YES,*,*,NO,*,YES,2664,3076,20120956.47,17456100.50,0.8676
YES,*,NO,NO,YES,YES,NO,*,NO,3,3072,23512538.53,18835.56,0.0008
YES,*,*,NO,YES,YES,NO,*,NO,3,3072,23512538.53,18835.56,0.0008
*,NO,*,YES,YES,*,*,NO,*,843,3072,16853801.47,4439411.04,0.2634
*,NO,*,YES,YES,NO,*,YES,NO,5,3067,24385016.23,14743.97,0.0006
YES,NO,*,YES,YES,NO,NO,*,*,507,3063,23386906.75,3425482.04,0.1465
*,NO,*,YES,*,NO,NO,*,NO,8,3062,23178392.64,32619.73,0.0014
*,*,*,YES,*,*,NO,NO,NO,5,3059,18059534.50,48173.41,0.0027
*,*,NO,*,*,NO,YES,*,*,830,3059,22416122.05,5463918.60,0.2437
*,*,*,YES,YES,*,NO,NO,NO,5,3039,17869255.98,48173.41,0.0027
YES,NO,*,YES,*,NO,*,*,NO,7,3036,24067603.27,23692.29,0.0010
*,*,NO,*,*,*,NO,NO,NO,5,3035,16995240.55,32560.29,0.0019
*,*,*,YES,YES,NO,YES,*,*,604,3035,23558484.47,4178915.98,0.1774
YES,NO,*,YES,*,NO,*,YES,*,419,3028,24653137.51,3167207.70,0.1285
*,NO,*,YES,YES,NO,NO,*,NO,8,3026,22873288.21,32619.73,0.0014
YES,*,NO,*,YES,*,YES,*,NO,3,3021,23625031.41,25112.73,0.0011
*,NO,NO,YES,YES,NO,*,YES,*,771,3018,22347671.59,5217503.88,0.2335
*,*,*,YES,*,NO,*,*,YES,2584,3009,20776677.13,17936681.78,0.8633
*,NO,NO,NO,*,YES,NO,YES,NO,5,3008,23626075.79,22150.84,0.0009
*,NO,*,NO,*,YES,NO,YES,NO,5,3008,23626075.79,22150.84,0.0009
*,*,*,YES,YES,*,NO,*,YES,2602,3008,19575592.80,16953083.11,0.8660
*,*,*,*,YES,YES,*,NO,*,725,3006,15329068.65,3493329.82,0.2279
YES,NO,*,YES,YES,NO,*,*,NO,7,2998,23757136.14,23692.29,0.0010
*,*,*,YES,*,*,YES,YES,*,528,2997,23254468.37,3666993.77,0.1577
NO,*,*,*,YES,NO,NO,*,*,1182,2996,18978599.64,7313490.15,0.3854
NO,*,NO,*,YES,*,*,YES,YES,2683,2993,17616703.22,15733032.00,0.8931
YES,NO,*,*,*,*,YES,*,*,741,2988,22406833.87,4997012.19,0.2230
*,NO,NO,NO,YES,YES,NO,YES,NO,5,2987,23484995.95,22150.84,0.0009
*,NO,*,NO,YES,YES,NO,YES,NO,5,2987,23484995.95,22150.84,0.0009
YES,NO,*,YES,YES,NO,*,YES,*,412,2986,24314748.93,3112400.83,0.1280
NO,*,NO,NO,YES,*,*,YES,*,1780,2983,17485239.48,10040571.02,0.5742
NO,*,*,NO,YES,*,*,YES,*,1780,2983,17485239.48,10040571.02,0.5742
*,*,NO,*,YES,*,NO,NO,NO,4,2977,16568654.05,22896.28,0.0014
YES,*,NO,*,*,*,YES,YES,NO,2,2976,23502555.37,13902.68,0.0006
YES,NO,NO,NO,*,YES,NO,*,NO,3,2960,22941593.64,18835.56,0.0008
YES,NO,*,NO,*,YES,NO,*,NO,3,2960,22941593.64,18835.56,0.0008
NO,*,NO,*,*,NO,*,YES,*,1078,2960,19047798.72,6863109.66,0.3603
*,*,NO,NO,*,YES,*,YES,YES,2689,2956,17899087.43,16135436.69,0.9015
*,*,*,NO,*,YES,*,YES,YES,2689,2956,17899087.43,16135436.69,0.9015
YES,NO,*,*,*,*,*,NO,*,639,2956,16327776.00,3386643.28,0.2074
NO,*,*,*,*,YES,*,YES,*,1738,2946,17053656.18,9651962.00,0.5660
NO,*,*,*,YES,*,*,YES,NO,6,2944,18916883.50,23463.63,0.0012
*,NO,NO,YES,*,YES,*,YES,*,274,2942,17472473.73,1586797.38,0.0908
*,*,*,YES,YES,NO,*,*,YES,2519,2938,20246002.86,17457803.98,0.8623
YES,NO,NO,NO,YES,YES,NO,*,NO,3,2933,22769498.70,18835.56,0.0008
YES,NO,*,NO,YES,YES,NO,*,NO,3,2933,22769498.70,18835.56,0.0008
YES,*,*,*,*,*,*,YES,YES,2523,2930,20860436.12,17972899.35,0.8616
*,NO,NO,NO,*,YES,*,YES,YES,2665,2928,17774152.87,16034169.03,0.9021
*,NO,*,NO,*,YES,*,YES,YES,2665,2928,17774152.87,16034169.03,0.9021
*,NO,NO,YES,YES,YES,*,YES,*,266,2917,17284701.19,1521165.13,0.0880
NO,*,NO,YES,*,NO,*,*,*,1165,2916,18511109.87,7254301.39,0.3919
*,*,*,*,*,YES,NO,NO,*,697,2915,15084510.89,3475949.59,0.2304
YES,NO,*,*,YES,*,YES,*,*,703,2910,21854814.18,4711786.89,0.2156
*,*,*,YES,YES,*,YES,YES,*,494,2888,22435012.34,3431019.95,0.1529
*,NO,YES,YES,*,*,*,*,*,225,2888,20873033.70,1536634.52,0.0736
*,NO,YES,*,*,*,*,*,*,225,2888,20873033.70,1536634.52,0.0736
*,*,NO,NO,YES,YES,*,YES,YES,2622,2886,17477319.68,15725735.13,0.8998
*,*,*,NO,YES,YES,*,YES,YES,2622,2886,17477319.68,15725735.13,0.8998
*,NO,*,YES,*,*,NO,NO,*,759,2885,15818482.13,3986004.63,0.2520
YES,NO,*,*,YES,*,*,NO,*,601,2880,15811248.49,3128932.20,0.1979
NO,*,NO,*,*,YES,*,YES,*,1715,2876,16603878.46,9509971.15,0.5728
YES,*,NO,*,YES,*,YES,YES,NO,2,2873,22691706.88,13902.68,0.0006
NO,*,*,*,YES,YES,*,YES,*,1694,2872,16640814.04,9408776.61,0.5654
*,NO,NO,YES,*,YES,NO,YES,*,260,2870,17085628.91,1517742.00,0.0888
*,NO,NO,NO,YES,YES,*,YES,YES,2599,2859,17357507.62,15629589.96,0.9005
*,NO,*,NO,YES,YES,*,YES,YES,2599,2859,17357507.62,15629589.96,0.9005
NO,*,NO,NO,*,YES,*,*,*,1836,2858,16297545.60,10152667.87,0.6230
NO,*,*,NO,*,YES,*,*,*,1836,2858,16297545.60,10152667.87,0.6230
*,NO,*,YES,YES,*,NO,NO,*,736,2855,15576997.70,3799136.44,0.2439
*,*,*,*,*,NO,YES,*,NO,3,2851,22521644.63,25112.73,0.0011
*,NO,YES,YES,YES,*,*,*,*,215,2851,20551866.12,1445205.21,0.0703
*,NO,YES,*,YES,*,*,*,*,215,2851,20551866.12,1445205.21,0.0703
*,NO,NO,YES,YES,YES,NO,YES,*,253,2849,16921084.13,1460021.04,0.0863
NO,NO,*,*,*,YES,*,YES,*,1719,2846,16531994.37,9566200.85,0.5786
NO,*,NO,YES,*,*,NO,*,*,1122,2845,17303844.79,6684447.44,0.3863
*,*,*,YES,*,NO,YES,YES,*,503,2842,22379369.85,3529343.44,0.1577
*,NO,*,*,*,*,YES,*,NO,2,2841,21120247.00,22321.56,0.0011
YES,NO,NO,NO,*,*,NO,YES,NO,3,2838,22701939.96,18835.56,0.0008
YES,NO,*,NO,*,*,NO,YES,NO,3,2838,22701939.96,18835.56,0.0008
NO,*,NO,YES,YES,NO,*,*,*,1139,2834,17938971.57,7093067.19,0.3954
*,*,*,*,YES,YES,NO,NO,*,639,2829,14489791.07,3066903.82,0.2117
YES,*,*,*,YES,*,*,YES,YES,2424,2827,20058130.89,17215005.29,0.8583
*,*,NO,*,YES,NO,YES,*,*,758,2827,20747850.40,4977728.56,0.2399
YES,*,*,YES,*,*,*,NO,NO,4,2824,17015430.50,39245.96,0.0023
YES,NO,NO,*,*,*,YES,*,*,725,2819,21040804.32,4890428.59,0.2324
YES,NO,*,*,*,NO,*,YES,NO,6,2816,22851873.39,25855.48,0.0011
YES,NO,NO,NO,YES,*,NO,YES,NO,3,2810,22506015.71,18835.56,0.0008
YES,NO,*,NO,YES,*,NO,YES,NO,3,2810,22506015.71,18835.56,0.0008
NO,NO,NO,NO,*,YES,*,*,*,1818,2810,16070383.17,10075640.71,0.6270
NO,NO,*,NO,*,YES,*,*,*,1818,2810,16070383.17,10075640.71,0.6270
NO,*,NO,*,YES,YES,*,YES,*,1674,2809,16238341.98,9287428.43,0.5719
*,*,*,*,*,NO,NO,*,YES,2428,2805,18777383.25,16309043.62,0.8685
YES,*,*,YES,YES,*,*,NO,NO,4,2801,16812589.19,39245.96,0.0023
NO,NO,NO,*,*,YES,*,YES,*,1698,2785,16150442.12,9444470.70,0.5848
NO,*,NO,YES,YES,*,NO,*,*,1097,2785,16874066.65,6523923.18,0.3866
NO,NO,*,*,YES,YES,*,YES,*,1675,2780,16164665.08,9323015.47,0.5768
NO,*,*,*,*,*,NO,*,YES,2514,2779,16327094.02,14789640.05,0.9058
YES,NO,*,*,*,*,YES,YES,*,640,2778,21198289.53,4431968.80,0.2091
NO,*,NO,*,YES,NO,*,YES,*,1014,2773,17756646.88,6459308.97,0.3638
YES,NO,*,*,*,NO,NO,*,NO,8,2772,21443418.35,33356.30,0.0016
NO,*,NO,NO,YES,YES,*,*,*,1773,2770,15786703.45,9776497.91,0.6193
NO,*,*,NO,YES,YES,*,*,*,1773,2770,15786703.45,9776497.91,0.6193
*,NO,*,*,YES,*,YES,*,NO,2,2769,20658069.34,22321.56,0.0011
*,*,*,*,*,NO,*,NO,*,977,2769,17393620.38,5640616.60,0.3243
*,NO,*,*,*,YES,*,NO,*,759,2768,14244188.55,3788068.18,0.2659
YES,*,NO,NO,*,YES,NO,YES,NO,3,2766,22073141.88,18835.56,0.0009
YES,*,*,NO,*,YES,NO,YES,NO,3,2766,22073141.88,18835.56,0.0009
*,NO,NO,*,*,NO,NO,YES,*,735,2764,19902514.92,4926677.92,0.2475
NO,NO,NO,NO,*,*,*,YES,*,1731,2762,16124774.34,9698896.74,0.6015
NO,NO,*,NO,*,*,*,YES,*,1731,2762,16124774.34,9698896.74,0.6015
YES,NO,NO,YES,*,NO,*,*,*,579,2759,20623060.62,3964290.56,0.1922
YES,NO,*,*,YES,NO,*,YES,NO,6,2758,22406583.10,25855.48,0.0012
*,NO,*,*,*,*,NO,YES,YES,2463,2757,17665008.04,15743789.86,0.8912
*,*,*,*,*,NO,*,YES,YES,2345,2753,19457532.94,16718311.70,0.8592
YES,NO,*,*,*,*,NO,NO,*,538,2746,15119231.66,2821599.89,0.1866
YES,NO,*,*,*,*,*,*,YES,2440,2745,17817554.94,15712582.57,0.8819
*,*,*,YES,YES,NO,YES,YES,*,473,2745,21640845.94,3322265.50,0.1535
YES,NO,NO,*,YES,*,YES,*,*,688,2745,20520440.47,4616058.72,0.2249
*,NO,*,*,*,NO,NO,YES,NO,6,2743,21357324.06,20089.59,0.0009
YES,*,NO,NO,YES,YES,NO,YES,NO,3,2742,21909565.93,18835.56,0.0009
YES,*,*,NO,YES,YES,NO,YES,NO,3,2742,21909565.93,18835.56,0.0009
NO,*,NO,*,*,NO,NO,*,*,1130,2742,17103770.39,6833602.50,0.3995
NO,NO,NO,NO,YES,YES,*,*,*,1757,2730,15599648.94,9712504.56,0.6226
NO,NO,*,NO,YES,YES,*,*,*,1757,2730,15599648.94,9712504.56,0.6226
NO,*,NO,*,*,*,*,YES,NO,5,2729,17356609.54,13705.40,0.0008
*,NO,*,*,*,*,*,NO,NO,5,2728,14923146.14,38749.82,0.0026
YES,NO,*,*,YES,*,YES,YES,*,615,2726,20808656.04,4220048.72,0.2028
NO,NO,NO,*,YES,YES,*,YES,*,1657,2725,15823504.89,9221927.98,0.5828
YES,NO,*,*,YES,NO,NO,*,NO,7,2724,21037263.58,23692.29,0.0011
NO,*,*,YES,*,NO,*,YES,*,898,2724,18093228.83,5954288.97,0.3291
YES,NO,NO,YES,YES,NO,*,*,*,570,2724,20359705.64,3879121.78,0.1905
*,*,*,*,YES,NO,NO,*,YES,2341,2713,18158215.51,15721302.44,0.8658
YES,*,NO,*,*,*,*,NO,NO,5,2704,15556598.53,34842.90,0.0022
YES,NO,*,*,*,NO,NO,YES,*,398,2703,21496713.01,2910703.31,0.1354
*,NO,NO,*,YES,NO,NO,YES,*,716,2702,19471738.48,4809940.64,0.2470
YES,*,*,*,*,*,NO,*,YES,2343,2700,18133498.15,15690831.86,0.8653
*,NO,NO,YES,*,NO,*,*,NO,8,2699,19796722.76,32619.73,0.0016
YES,NO,*,*,YES,*,NO,NO,*,513,2696,14765090.36,2637194.04,0.1786
*,*,NO,*,*,YES,*,NO,*,743,2693,13542945.62,3693141.05,0.2727
*,NO,*,*,YES,*,NO,YES,YES,2400,2691,17242469.29,15335037.02,0.8894
*,*,*,*,YES,NO,YES,*,NO,3,2689,21331067.41,25112.73,0.0012
*,*,*,YES,*,*,*,YES,YES,2279,2689,18866506.23,16101653.03,0.8535
*,NO,*,*,YES,NO,NO,YES,NO,6,2688,20909405.69,20089.59,0.0010
*,NO,YES,YES,*,*,NO,*,*,200,2686,19276472.84,1373427.35,0.0712
*,NO,YES,*,*,*,NO,*,*,200,2686,19276472.84,1373427.35,0.0712
*,*,NO,*,*,NO,YES,YES,*,635,2683,19983148.36,4270909.99,0.2137
*,*,*,*,YES,NO,*,NO,*,942,2682,16798146.35,5424815.55,0.3229
NO,*,NO,YES,*,*,*,YES,*,933,2682,17096417.82,5877600.31,0.3438
YES,*,*,YES,*,*,NO,NO,NO,4,2680,16070650.52,39245.96,0.0024
*,NO,*,*,YES,*,*,NO,NO,4,2677,14564203.34,29085.81,0.0020
NO,NO,NO,NO,YES,*,*,YES,*,1678,2677,15627185.08,9408675.03,0.6021
NO,NO,*,NO,YES,*,*,YES,*,1678,2677,15627185.08,9408675.03,0.6021
*,NO,*,*,*,*,YES,YES,NO,1,2675,20159220.92,11111.51,0.0006
*,*,*,*,*,YES,NO,*,YES,2429,2674,15683208.93,14171428.29,0.9036
*,NO,*,*,YES,YES,*,NO,*,692,2671,13584714.79,3325478.06,0.2448
NO,*,*,*,YES,*,NO,*,YES,2409,2669,15624466.55,14119857.29,0.9037
*,NO,NO,*,*,*,YES,*,NO,2,2667,19721396.42,22321.56,0.0011
YES,*,NO,YES,*,*,*,NO,*,441,2667,15564188.71,2538361.39,0.1631
YES,*,*,*,*,NO,YES,*,*,379,2664,21839564.00,2889365.99,0.1323
YES,*,*,YES,YES,*,NO,NO,NO,4,2663,15910897.37,39245.96,0.0025
*,*,*,*,*,NO,YES,YES,NO,2,2656,21145994.69,13902.68,0.0007
*,NO,NO,YES,YES,NO,*,*,NO,8,2655,19508682.11,32619.73,0.0017
YES,NO,*,*,YES,NO,NO,YES,*,389,2655,21105751.80,2848554.25,0.1350
*,NO,YES,YES,YES,*,NO,*,*,192,2654,18991630.61,1297522.98,0.0683
*,NO,YES,*,YES,*,NO,*,*,192,2654,18991630.61,1297522.98,0.0683
YES,NO,NO,NO,*,YES,NO,YES,NO,3,2652,21419650.16,18835.56,0.0009
YES,NO,*,NO,*,YES,NO,YES,NO,3,2652,21419650.16,18835.56,0.0009
YES,NO,*,*,YES,*,*,*,YES,2350,2652,17139791.40,15053824.04,0.8783
NO,*,*,YES,YES,NO,*,YES,*,875,2646,17539431.66,5795169.54,0.3304
YES,*,NO,*,YES,*,*,NO,NO,4,2645,15113916.73,25178.89,0.0017
NO,*,*,*,*,*,NO,*,NO,7,2641,16405433.08,32391.07,0.0020
YES,NO,NO,NO,YES,YES,NO,YES,NO,3,2637,21316280.85,18835.56,0.0009
YES,NO,*,NO,YES,YES,NO,YES,NO,3,2637,21316280.85,18835.56,0.0009
*,NO,NO,YES,*,YES,*,YES,NO,2,2636,15705507.47,8578.34,0.0005
YES,*,NO,YES,YES,*,*,NO,*,427,2634,15265920.74,2414052.28,0.1581
*,NO,NO,YES,*,*,*,NO,*,789,2633,14174164.10,4166881.49,0.2940
YES,*,NO,*,*,*,*,YES,YES,2295,2632,18389308.08,16037292.85,0.8721
*,NO,YES,YES,*,*,*,*,NO,0,2631,19073206.98,0.00,0.0000
*,NO,YES,*,*,*,*,*,NO,0,2631,19073206.98,0.00,0.0000
YES,NO,NO,*,*,NO,NO,*,*,590,2630,18901210.06,3846312.31,0.2035
YES,NO,NO,*,*,*,YES,YES,*,627,2626,19937058.41,4341158.65,0.2177
*,*,YES,YES,*,YES,*,*,*,135,2626,17133473.33,822624.02,0.0480
*,*,YES,*,*,YES,*,*,*,135,2626,17133473.33,822624.02,0.0480
NO,*,NO,*,*,*,NO,*,YES,2373,2625,15251335.59,13780559.64,0.9036
YES,NO,NO,YES,*,YES,*,YES,*,151,2624,15695684.75,931139.93,0.0593
*,NO,*,*,YES,*,YES,YES,NO,1,2623,19837052.76,11111.51,0.0006
*,NO,NO,YES,YES,YES,*,YES,NO,2,2619,15583367.18,8578.34,0.0006
NO,*,NO,*,YES,NO,NO,*,*,1086,2619,16239258.21,6584427.03,0.4055
*,*,*,*,YES,NO,*,YES,YES,2218,2617,18501100.14,15836954.31,0.8560
*,*,*,YES,YES,*,*,YES,YES,2213,2617,18298999.11,15594034.09,0.8522
*,*,NO,YES,*,NO,*,*,YES,2258,2617,17509318.78,15166926.75,0.8662
YES,*,*,*,YES,*,NO,*,YES,2258,2611,17474379.31,15055000.49,0.8615
YES,NO,YES,YES,*,*,*,*,*,127,2610,18924861.86,900327.35,0.0476
YES,NO,YES,*,*,*,*,*,*,127,2610,18924861.86,900327.35,0.0476
*,*,NO,YES,*,*,NO,*,YES,2278,2608,16553542.82,14495976.68,0.8757
YES,NO,NO,YES,YES,YES,*,YES,*,147,2606,15552914.43,894022.87,0.0575
*,NO,NO,*,*,*,NO,YES,YES,2336,2605,16530389.87,14805448.16,0.8957
*,NO,YES,YES,YES,*,*,*,NO,0,2604,18843468.71,0.00,0.0000
*,NO,YES,*,YES,*,*,*,NO,0,2604,18843468.71,0.00,0.0000
*,*,YES,YES,YES,YES,*,*,*,128,2602,16956916.47,759712.91,0.0448
*,*,YES,*,YES,YES,*,*,*,128,2602,16956916.47,759712.91,0.0448
*,NO,NO,YES,YES,*,*,NO,*,768,2601,13936365.07,4011790.44,0.2879
NO,*,*,*,*,*,YES,*,*,1387,2601,15354536.19,7690978.18,0.5009
NO,*,NO,YES,YES,*,*,YES,*,908,2599,16509749.38,5706166.38,0.3456
*,NO,NO,*,YES,*,YES,*,NO,2,2598,19280019.17,22321.56,0.0012
*,*,*,*,*,*,YES,*,YES,2335,2595,16052664.20,14291857.56,0.8903
YES,NO,NO,*,*,*,*,*,YES,2313,2592,16698187.51,14812255.22,0.8871
NO,*,NO,*,YES,*,*,YES,NO,5,2589,16378285.64,13705.40,0.0008
*,*,NO,*,YES,YES,*,NO,*,675,2588,12834473.87,3239131.45,0.2524
*,*,*,YES,*,*,YES,*,NO,0,2585,20217002.45,0.00,0.0000
*,YES,*,*,*,*,YES,*,*,437,2585,19946118.14,3122995.55,0.1566
YES,NO,YES,YES,YES,*,*,*,*,125,2585,18703979.26,880598.19,0.0471
YES,NO,YES,*,YES,*,*,*,*,125,2585,18703979.26,880598.19,0.0471
YES,NO,NO,*,YES,NO,NO,*,*,578,2582,18537549.15,3751668.37,0.2024
*,NO,NO,YES,*,YES,NO,YES,NO,2,2579,15403954.06,8578.34,0.0006
*,NO,NO,*,*,NO,*,YES,NO,7,2579,19311751.99,31201.10,0.0016
*,NO,*,*,*,YES,NO,NO,*,664,2579,13312719.21,3322192.31,0.2496
YES,NO,NO,*,YES,*,YES,YES,*,603,2577,19570998.80,4140094.00,0.2115
*,*,NO,YES,*,*,*,NO,NO,4,2574,14809513.76,22896.28,0.0015
