in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,*,*,*,*,*,*,*,*,400,1797,14696570.26,2987123.55,0.2033
*,*,*,*,*,*,*,YES,*,313,1600,13320718.79,2416095.02,0.1814
*,*,*,*,*,NO,*,*,*,291,1501,12591024.61,2277466.16,0.1809
*,*,NO,*,*,*,*,*,*,370,1396,10563582.29,2667875.71,0.2526
*,*,*,*,*,NO,*,YES,*,239,1370,11616071.60,1911862.65,0.1646
*,*,*,*,YES,*,*,*,*,264,1352,11499542.33,2079400.52,0.1808
*,*,*,*,*,*,*,*,NO,3,1350,11388133.47,24348.55,0.0021
*,*,*,*,*,*,*,YES,NO,1,1249,10636831.59,9664.01,0.0009
*,*,*,*,YES,*,*,YES,*,219,1237,10653687.02,1779141.51,0.1670
*,*,NO,*,*,*,*,YES,*,289,1216,9309851.56,2140805.72,0.2300
*,*,*,*,*,*,NO,*,*,213,1177,10126620.37,1655729.65,0.1635
*,*,*,*,*,NO,*,*,NO,3,1170,10031356.66,24348.55,0.0024
*,*,*,*,YES,NO,*,*,*,195,1141,9961648.70,1632724.32,0.1639
YES,*,*,*,*,*,*,*,*,170,1131,10036941.96,1383228.61,0.1378
*,*,NO,*,*,NO,*,*,*,267,1129,8689829.24,2019463.80,0.2324
*,YES,*,*,*,*,*,*,*,185,1100,9136688.04,1467101.66,0.1606
*,*,*,*,*,NO,*,YES,NO,1,1098,9470270.23,9664.01,0.0010
*,*,*,*,YES,NO,*,YES,*,162,1056,9294979.06,1390270.26,0.1496
*,*,*,*,*,*,NO,YES,*,159,1049,9230747.50,1295772.34,0.1404
*,*,*,*,YES,*,*,*,NO,1,1047,9120366.34,5020.52,0.0006
*,YES,*,*,*,NO,*,*,*,173,1036,8673792.56,1366954.75,0.1576
YES,*,*,*,*,*,*,YES,*,129,1025,9274423.26,1110176.43,0.1197
*,*,NO,*,*,NO,*,YES,*,220,1008,7794698.33,1693513.30,0.2173
*,YES,*,*,*,*,*,YES,*,152,1007,8431312.52,1235911.55,0.1466
*,*,*,YES,*,*,*,*,*,154,1006,9125316.30,1330297.53,0.1458
*,*,NO,*,YES,*,*,*,*,239,988,7678291.10,1797086.18,0.2340
*,*,*,*,YES,*,*,YES,NO,0,984,8631498.24,0.00,0.0000
*,*,NO,*,*,*,*,*,NO,3,984,7619952.31,24348.55,0.0032
*,*,*,*,*,NO,NO,*,*,147,978,8654900.54,1202290.41,0.1389
*,YES,*,*,*,NO,*,YES,*,144,957,8043385.82,1158350.83,0.1440
YES,*,*,*,*,*,*,*,NO,3,945,8543041.54,24348.55,0.0029
*,*,*,*,*,*,NO,*,NO,3,939,8275074.47,24348.55,0.0029
YES,*,*,*,*,NO,*,*,*,120,939,8531199.62,1027432.14,0.1204
*,*,*,YES,*,*,*,YES,*,123,931,8533157.64,1084396.55,0.1271
*,*,*,YES,*,NO,*,*,*,137,927,8511793.85,1178790.06,0.1385
*,*,*,*,YES,*,NO,*,*,136,919,8220861.05,1138461.90,0.1385
*,*,*,*,YES,NO,*,*,NO,1,909,8053711.79,5020.52,0.0006
*,*,*,*,*,NO,NO,YES,*,117,897,8063483.77,990087.22,0.1228
*,*,NO,*,*,*,*,YES,NO,1,893,6946812.62,9664.01,0.0014
*,YES,*,*,*,*,*,*,NO,2,890,7488912.58,14684.53,0.0020
*,*,NO,*,YES,*,*,YES,*,198,885,6924172.28,1530238.37,0.2210
YES,*,*,*,*,*,*,YES,NO,1,882,8068876.02,9664.01,0.0012
YES,*,*,*,*,NO,*,YES,*,99,875,8018725.56,865123.54,0.1079
YES,*,*,*,YES,*,*,*,*,104,875,8058131.24,902015.12,0.1119
*,*,*,YES,*,NO,*,YES,*,114,872,8053181.00,990393.60,0.1230
*,*,*,*,*,*,NO,YES,NO,1,869,7765255.38,9664.01,0.0012
*,*,*,*,YES,NO,*,YES,NO,0,864,7686224.40,0.00,0.0000
*,*,*,YES,YES,*,*,*,*,118,846,7837334.88,1039451.06,0.1326
*,*,*,*,YES,*,NO,YES,*,110,845,7683640.44,959036.66,0.1248
*,YES,*,*,*,NO,*,*,NO,2,841,7150753.77,14684.53,0.0021
*,YES,*,*,*,*,*,YES,NO,1,834,7050617.51,9664.01,0.0014
*,YES,*,*,YES,*,*,*,*,124,832,7173438.96,1055863.40,0.1472
*,*,NO,*,*,NO,*,*,NO,3,825,6423681.46,24348.55,0.0038
*,*,*,YES,*,*,*,*,NO,1,825,7578308.79,5020.52,0.0007
*,YES,NO,*,*,*,*,*,*,165,824,6339308.89,1232815.43,0.1945
*,*,NO,*,*,*,NO,*,*,186,823,6394881.52,1368171.78,0.2139
YES,*,*,*,YES,*,*,YES,*,84,814,7598868.28,761671.90,0.1002
YES,*,*,*,*,*,NO,*,*,97,811,7513434.66,832884.88,0.1109
*,*,*,*,*,NO,NO,*,NO,3,810,7281540.91,24348.55,0.0033
YES,*,*,*,*,NO,*,*,NO,3,809,7432207.13,24348.55,0.0033
*,*,NO,*,YES,NO,*,*,*,174,796,6304696.73,1395889.55,0.2214
YES,*,NO,*,*,*,*,*,*,156,795,6422567.71,1219748.91,0.1899
*,YES,*,*,*,NO,*,YES,NO,1,794,6759583.29,9664.01,0.0014
*,*,*,YES,YES,*,*,YES,*,98,792,7416576.13,883845.52,0.1192
*,*,*,YES,YES,NO,*,*,*,108,792,7420432.53,954515.32,0.1286
*,YES,*,*,YES,NO,*,*,*,115,792,6882868.50,985643.88,0.1432
*,*,NO,NO,*,*,*,*,*,246,790,5571253.96,1656826.02,0.2974
*,*,*,NO,*,*,*,*,*,246,790,5571253.96,1656826.02,0.2974
*,*,*,YES,*,*,*,YES,NO,0,786,7268534.19,0.00,0.0000
*,*,*,*,YES,NO,NO,*,*,97,774,7125490.40,865576.76,0.1215
*,YES,NO,*,*,NO,*,*,*,155,773,5980931.31,1154599.07,0.1930
*,YES,*,*,YES,*,*,YES,*,102,771,6683092.90,886211.06,0.1326
YES,*,*,*,*,NO,*,YES,NO,1,767,7092084.68,9664.01,0.0014
*,*,*,YES,*,NO,*,*,NO,1,767,7144076.19,5020.52,0.0007
*,*,*,*,*,NO,NO,YES,NO,1,762,6923165.82,9664.01,0.0014
*,*,*,*,YES,*,NO,*,NO,1,761,6897537.83,5020.52,0.0007
*,*,NO,*,*,NO,*,YES,NO,1,758,5902764.11,9664.01,0.0016
YES,*,*,*,YES,*,*,*,NO,1,756,7041863.73,5020.52,0.0007
*,*,*,YES,*,*,NO,*,*,96,752,7118565.10,888702.47,0.1248
*,*,*,YES,YES,NO,*,YES,*,92,751,7080850.87,823233.50,0.1163
*,YES,*,*,*,*,NO,*,*,102,746,6435346.81,864881.57,0.1344
*,YES,NO,*,*,*,*,YES,*,137,743,5719258.77,1039717.85,0.1818
*,*,*,YES,*,NO,*,YES,NO,0,739,6905084.88,0.00,0.0000
*,YES,*,*,YES,NO,*,YES,*,95,738,6425751.00,826275.36,0.1286
YES,*,*,*,YES,NO,*,*,*,76,735,6938087.91,704401.03,0.1015
YES,*,*,*,*,*,NO,YES,*,69,733,6942573.37,638468.14,0.0920
YES,YES,*,*,*,*,*,*,*,84,730,6468116.40,723521.36,0.1119
*,*,*,*,YES,NO,NO,YES,*,78,722,6732972.17,726279.15,0.1079
*,*,NO,*,YES,NO,*,YES,*,144,718,5697115.26,1182541.16,0.2076
YES,*,*,YES,*,*,*,*,*,78,718,6946282.46,721227.98,0.1038
*,*,*,*,YES,*,NO,YES,NO,0,716,6569046.10,0.00,0.0000
YES,*,*,*,YES,*,*,YES,NO,0,716,6741452.15,0.00,0.0000
*,*,NO,*,YES,*,*,*,NO,1,712,5626988.42,5020.52,0.0009
*,*,NO,*,*,*,NO,YES,*,138,711,5621129.38,1052173.03,0.1872
YES,*,*,*,*,*,NO,*,NO,3,706,6612588.50,24348.55,0.0037
*,*,*,YES,YES,*,*,*,NO,1,706,6611456.80,5020.52,0.0008
*,YES,NO,*,*,NO,*,YES,*,130,703,5424480.66,979782.15,0.1806
YES,*,NO,*,*,*,*,YES,*,118,700,5735899.32,968134.12,0.1688
*,NO,*,*,*,*,*,*,*,215,696,5559882.22,1520021.89,0.2734
*,YES,*,*,*,NO,NO,*,*,91,695,6062893.79,768948.46,0.1268
YES,*,*,*,YES,NO,*,YES,*,62,692,6582480.27,593734.46,0.0902
*,*,*,YES,*,*,NO,YES,*,72,691,6645667.25,700527.15,0.1054
*,YES,*,*,YES,*,*,*,NO,1,687,5963993.96,5020.52,0.0008
*,*,*,YES,*,NO,NO,*,*,81,683,6578842.42,756751.02,0.1150
*,YES,*,*,*,*,NO,YES,*,81,682,5958753.38,717109.45,0.1203
YES,YES,*,*,*,*,*,YES,*,70,680,6080790.77,619123.79,0.1018
YES,YES,*,*,*,NO,*,*,*,76,678,6073466.45,644912.96,0.1062
*,*,*,YES,YES,*,*,YES,NO,0,675,6376329.80,0.00,0.0000
YES,*,*,*,*,NO,NO,*,*,65,675,6416180.22,588864.86,0.0918
*,YES,*,YES,*,*,*,*,*,90,670,6077482.05,811719.23,0.1336
*,*,NO,NO,*,*,*,YES,*,190,669,4787561.15,1331698.47,0.2782
*,*,*,NO,*,*,*,YES,*,190,669,4787561.15,1331698.47,0.2782
YES,*,*,YES,*,*,*,YES,*,60,669,6565871.66,574308.85,0.0875
NO,*,*,*,*,*,*,*,*,230,665,4659628.30,1603894.94,0.3442
*,*,*,YES,YES,NO,*,*,NO,1,664,6292723.99,5020.52,0.0008
YES,*,*,*,YES,*,NO,*,*,58,660,6321383.64,540204.26,0.0855
YES,*,*,*,*,*,NO,YES,NO,1,658,6251444.96,9664.01,0.0015
*,*,NO,*,YES,*,*,YES,NO,0,657,5196445.61,0.00,0.0000
*,*,*,*,YES,NO,NO,*,NO,1,657,6085250.77,5020.52,0.0008
*,YES,*,*,YES,NO,*,*,NO,1,657,5753684.20,5020.52,0.0009
YES,*,*,YES,*,NO,*,*,*,66,655,6445094.15,610815.87,0.0948
*,*,*,YES,YES,*,NO,*,*,74,654,6288914.53,698155.63,0.1110
*,YES,*,*,YES,*,*,YES,NO,0,651,5673932.59,0.00,0.0000
*,*,NO,*,*,NO,NO,*,*,125,649,5125146.75,965122.60,0.1883
YES,*,*,*,YES,NO,*,*,NO,1,648,6143997.37,5020.52,0.0008
*,YES,*,*,*,NO,NO,YES,*,74,644,5656989.55,643762.52,0.1138
*,*,*,YES,YES,NO,*,YES,NO,0,642,6114450.36,0.00,0.0000
*,YES,*,YES,*,NO,*,*,*,85,641,5843175.20,760136.57,0.1301
YES,YES,*,*,*,*,*,*,NO,2,639,5689822.88,14684.53,0.0026
*,*,*,YES,*,NO,NO,YES,*,64,639,6218936.18,617379.63,0.0993
YES,YES,*,*,*,NO,*,YES,*,64,639,5746732.53,552542.48,0.0961
*,*,*,YES,*,*,NO,*,NO,1,638,6070198.79,5020.52,0.0008
*,YES,NO,*,*,*,*,*,NO,2,636,4944747.13,14684.53,0.0030
*,YES,*,*,*,*,NO,*,NO,2,631,5468206.68,14684.53,0.0027
YES,*,*,YES,*,*,*,*,NO,1,628,6133102.19,5020.52,0.0008
YES,*,*,*,*,NO,NO,YES,*,50,628,6040364.25,471485.06,0.0781
*,*,*,*,YES,NO,NO,YES,NO,0,627,5861333.79,0.00,0.0000
YES,*,NO,*,*,*,*,*,NO,3,627,5137705.96,24348.55,0.0047
*,YES,*,*,YES,NO,*,YES,NO,0,626,5486567.56,0.00,0.0000
*,YES,*,YES,*,*,*,YES,*,75,626,5703963.98,691549.27,0.1212
YES,*,NO,*,*,NO,*,*,*,108,622,5075627.26,892432.88,0.1758
YES,*,*,YES,*,NO,*,YES,*,54,621,6163535.50,508765.39,0.0825
YES,*,*,*,YES,NO,*,YES,NO,0,620,5917564.46,0.00,0.0000
*,*,*,*,*,*,YES,*,*,187,619,4569949.88,1331393.91,0.2913
YES,*,*,YES,YES,*,*,*,*,58,616,6047777.66,543238.75,0.0898
*,*,NO,*,*,*,NO,*,NO,3,615,4866411.28,24348.55,0.0050
YES,*,*,*,YES,*,NO,YES,*,46,614,5978556.85,452390.72,0.0757
*,*,*,YES,YES,*,NO,YES,*,59,610,5961491.34,584230.51,0.0980
YES,*,*,*,*,NO,NO,*,NO,3,606,5784101.12,24348.55,0.0042
*,*,NO,YES,*,*,*,*,*,124,606,4992328.33,1011049.69,0.2025
*,*,*,YES,*,*,NO,YES,NO,0,605,5811466.46,0.00,0.0000
YES,YES,*,*,*,*,*,YES,NO,1,604,5420890.66,9664.01,0.0018
*,YES,*,YES,*,NO,*,YES,*,73,603,5498311.53,656299.23,0.1194
*,*,*,YES,YES,NO,NO,*,*,64,603,5898538.28,613219.89,0.1040
NO,*,NO,*,*,*,*,*,*,214,601,4141014.58,1448126.80,0.3497
YES,*,*,YES,*,*,*,YES,NO,0,599,5914805.24,0.00,0.0000
YES,YES,*,*,*,NO,*,*,NO,2,598,5398371.08,14684.53,0.0027
*,YES,NO,*,*,NO,*,*,NO,2,597,4679134.48,14684.53,0.0031
YES,*,*,*,YES,*,NO,*,NO,1,595,5709637.53,5020.52,0.0009
*,*,NO,*,YES,*,NO,*,*,113,595,4753633.64,876982.11,0.1845
*,YES,*,*,*,NO,NO,*,NO,2,593,5206235.36,14684.53,0.0028
*,NO,*,*,*,*,*,YES,*,161,593,4889406.27,1180183.47,0.2414
*,YES,*,*,*,*,NO,YES,NO,1,590,5159228.31,9664.01,0.0019
*,*,NO,*,YES,NO,*,*,NO,1,588,4669112.38,5020.52,0.0011
*,YES,*,*,YES,*,NO,*,*,67,588,5276386.34,621805.87,0.1178
*,YES,NO,*,*,*,*,YES,NO,1,587,4553684.92,9664.01,0.0021
*,*,*,YES,*,NO,NO,*,NO,1,587,5680168.76,5020.52,0.0009
YES,*,*,YES,*,NO,*,*,NO,1,581,5770108.37,5020.52,0.0009
YES,*,*,YES,YES,*,*,YES,*,47,581,5782716.85,461090.50,0.0797
*,*,NO,*,*,NO,NO,YES,*,100,578,4613552.08,792572.42,0.1718
*,YES,*,YES,YES,*,*,*,*,71,577,5313924.76,663652.11,0.1249
YES,*,*,*,*,NO,NO,YES,NO,1,575,5535707.96,9664.01,0.0017
NO,*,*,*,*,*,*,YES,*,184,575,4046295.53,1305918.59,0.3227
*,*,NO,NO,*,NO,*,*,*,154,574,4079230.76,1098676.10,0.2693
*,*,*,NO,*,NO,*,*,*,154,574,4079230.76,1098676.10,0.2693
*,*,NO,*,*,*,YES,*,*,184,573,4168700.77,1299703.93,0.3118
YES,*,NO,*,*,*,*,YES,NO,1,572,4717953.36,9664.01,0.0020
*,YES,NO,*,YES,*,*,*,*,105,572,4501340.04,826258.50,0.1836
*,NO,NO,*,*,*,*,*,*,205,572,4224273.40,1435060.28,0.3397
YES,YES,*,*,*,NO,*,YES,NO,1,571,5172745.50,9664.01,0.0019
*,*,*,YES,YES,NO,NO,YES,*,53,571,5644718.19,523618.49,0.0928
YES,*,*,YES,*,*,NO,*,*,48,571,5692544.99,467646.06,0.0822
YES,*,*,YES,YES,NO,*,*,*,51,570,5691772.47,486157.56,0.0854
YES,YES,*,*,YES,*,*,*,*,52,569,5226334.10,498873.27,0.0955
*,*,*,YES,YES,*,NO,*,NO,1,567,5461378.02,5020.52,0.0009
*,YES,*,YES,*,*,*,*,NO,1,565,5142175.12,5020.52,0.0010
YES,*,NO,*,*,NO,*,YES,*,90,565,4614573.10,751561.68,0.1629
YES,*,NO,*,YES,*,*,*,*,92,565,4681993.54,754072.17,0.1611
*,*,*,YES,*,NO,NO,YES,NO,0,563,5480366.13,0.00,0.0000
YES,*,*,*,YES,*,NO,YES,NO,0,562,5473132.43,0.00,0.0000
NO,*,*,*,*,NO,*,*,*,171,562,4059824.98,1250034.03,0.3079
*,YES,*,*,*,NO,NO,YES,NO,1,560,4940102.00,9664.01,0.0020
YES,*,*,YES,*,NO,*,YES,NO,0,560,5600536.92,0.00,0.0000
*,YES,*,YES,YES,NO,*,*,*,68,557,5157532.64,635743.26,0.1233
*,*,NO,*,*,*,NO,YES,NO,1,555,4434754.38,9664.01,0.0022
*,YES,NO,*,*,NO,*,YES,NO,1,555,4328133.09,9664.01,0.0022
YES,*,*,*,YES,NO,NO,*,*,40,555,5461317.89,396838.92,0.0727
*,*,NO,YES,*,NO,*,*,*,113,555,4610598.48,920787.70,0.1997
*,YES,*,*,YES,NO,NO,*,*,59,553,5020645.91,555800.13,0.1107
*,*,*,*,*,*,YES,YES,*,154,551,4089971.29,1120322.67,0.2739
YES,*,*,YES,YES,*,*,*,NO,1,549,5428334.09,5020.52,0.0009
*,YES,*,*,YES,*,NO,YES,*,53,548,4964568.52,509388.18,0.1026
*,*,NO,*,YES,NO,*,YES,NO,0,547,4331607.50,0.00,0.0000
*,*,NO,YES,*,*,*,YES,*,99,547,4522290.41,809107.25,0.1789
*,YES,*,YES,*,NO,*,*,NO,1,544,4984040.70,5020.52,0.0010
YES,*,*,YES,YES,NO,*,YES,*,43,544,5481525.43,424027.50,0.0774
*,YES,*,YES,YES,*,*,YES,*,61,544,5031716.70,574416.87,0.1142
*,YES,NO,*,YES,NO,*,*,*,98,543,4296879.68,777969.52,0.1811
*,*,*,YES,YES,*,NO,YES,NO,0,540,5267413.28,0.00,0.0000
*,YES,*,YES,*,*,*,YES,NO,0,539,4919162.84,0.00,0.0000
YES,YES,*,*,YES,*,*,YES,*,43,535,4951084.78,418065.78,0.0844
YES,YES,*,*,YES,NO,*,*,*,46,535,4973052.81,443938.68,0.0893
*,*,NO,*,YES,*,NO,YES,*,91,533,4308149.51,730968.07,0.1697
YES,YES,*,*,*,*,NO,*,*,53,531,4850397.61,478022.33,0.0986
YES,*,*,YES,*,*,NO,YES,*,33,529,5371653.24,349963.11,0.0651
*,YES,*,YES,YES,NO,*,YES,*,60,528,4892672.18,556791.85,0.1138
*,*,*,YES,YES,NO,NO,*,NO,1,527,5159130.13,5020.52,0.0010
YES,*,*,YES,YES,*,*,YES,NO,0,525,5254159.37,0.00,0.0000
*,*,NO,NO,*,*,*,*,NO,2,525,3809824.68,19328.03,0.0051
*,*,*,NO,*,*,*,*,NO,2,525,3809824.68,19328.03,0.0051
YES,*,*,*,YES,NO,NO,YES,*,31,523,5208208.37,329043.56,0.0632
*,*,*,*,*,NO,YES,*,*,144,523,3936124.06,1075175.75,0.2732
*,YES,NO,*,YES,*,*,YES,*,87,521,4081451.47,690017.36,0.1691
*,YES,*,YES,*,NO,*,YES,NO,0,520,4768092.19,0.00,0.0000
*,NO,*,*,YES,*,*,*,*,140,520,4326103.37,1023537.12,0.2366
*,YES,*,*,YES,NO,NO,YES,*,47,519,4737777.04,453666.27,0.0958
NO,*,NO,*,*,*,*,YES,*,171,516,3573952.23,1172671.60,0.3281
YES,*,*,YES,*,NO,NO,*,*,38,516,5253832.74,376789.97,0.0717
YES,*,*,YES,*,*,NO,*,NO,1,515,5154385.77,5020.52,0.0010
YES,*,NO,*,YES,*,*,YES,*,74,513,4284249.26,630485.03,0.1472
YES,*,*,YES,YES,NO,*,*,NO,1,512,5142643.88,5020.52,0.0010
*,YES,*,*,YES,*,NO,*,NO,1,511,4571741.99,5020.52,0.0011
YES,YES,*,*,YES,*,*,*,NO,1,511,4677573.24,5020.52,0.0011
YES,*,*,*,YES,NO,NO,*,NO,1,510,5003135.58,5020.52,0.0010
*,*,NO,YES,*,NO,*,YES,*,95,510,4231807.73,772044.25,0.1824
YES,*,*,YES,YES,*,NO,*,*,35,509,5109542.60,337488.32,0.0661
*,*,*,YES,YES,NO,NO,YES,NO,0,508,5014444.78,0.00,0.0000
YES,*,NO,*,*,*,NO,*,*,85,508,4206019.69,691625.33,0.1644
YES,*,NO,*,*,NO,*,*,NO,3,507,4147151.82,24348.55,0.0059
YES,YES,*,*,YES,NO,*,YES,*,38,507,4726726.51,369109.49,0.0781
NO,*,NO,*,*,NO,*,*,*,159,507,3614201.98,1127030.92,0.3118
*,*,NO,*,*,NO,NO,*,NO,3,506,4024472.73,24348.55,0.0061
*,YES,*,YES,*,*,NO,*,*,55,506,4757989.70,552104.49,0.1160
*,*,NO,NO,YES,*,*,*,*,146,506,3662207.45,1039949.46,0.2840
*,*,*,NO,YES,*,*,*,*,146,506,3662207.45,1039949.46,0.2840
*,*,NO,*,*,*,YES,YES,*,151,505,3688722.18,1088632.69,0.2951
*,YES,NO,*,*,*,NO,*,*,84,503,3937317.67,651429.89,0.1655
*,*,NO,NO,*,NO,*,YES,*,125,498,3562890.60,921469.05,0.2586
*,*,*,NO,*,NO,*,YES,*,125,498,3562890.60,921469.05,0.2586
YES,YES,*,YES,*,*,*,*,*,52,497,4770528.41,485703.93,0.1018
*,YES,NO,*,YES,NO,*,YES,*,81,496,3898850.36,647706.68,0.1661
*,YES,*,YES,YES,*,*,*,NO,1,495,4555769.05,5020.52,0.0011
NO,*,*,*,*,NO,*,YES,*,140,495,3597346.04,1046739.11,0.2910
YES,*,*,YES,YES,NO,*,YES,NO,0,494,5003264.74,0.00,0.0000
YES,YES,NO,*,*,*,*,*,*,73,493,3984512.97,589180.46,0.1479
YES,YES,*,*,*,NO,NO,*,*,45,491,4541976.32,399413.93,0.0879
YES,*,*,YES,*,*,NO,YES,NO,0,490,4966371.67,0.00,0.0000
YES,YES,*,*,*,*,NO,YES,*,41,489,4523288.22,390806.14,0.0864
YES,*,*,*,YES,NO,NO,YES,NO,0,488,4836329.56,0.00,0.0000
YES,*,*,YES,*,NO,NO,YES,*,28,487,5018812.94,295275.09,0.0588
*,YES,*,*,YES,*,NO,YES,NO,0,486,4386926.80,0.00,0.0000
YES,YES,*,*,YES,*,*,YES,NO,0,486,4491869.25,0.00,0.0000
*,YES,*,*,YES,NO,NO,*,NO,1,484,4382007.29,5020.52,0.0011
YES,YES,*,*,YES,NO,*,*,NO,1,484,4489267.71,5020.52,0.0011
*,*,NO,YES,YES,*,*,*,*,93,482,4016083.65,757136.72,0.1885
*,YES,*,YES,*,NO,NO,*,*,50,480,4547225.09,500521.83,0.1101
*,*,NO,*,*,NO,YES,*,*,142,480,3564682.49,1054341.20,0.2958
*,YES,*,YES,YES,NO,*,*,NO,1,479,4437326.95,5020.52,0.0011
YES,*,*,YES,YES,*,NO,YES,*,26,478,4885420.23,275875.67,0.0565
NO,*,*,*,YES,*,*,*,*,160,477,3441411.09,1177385.40,0.3421
YES,YES,*,*,*,*,NO,*,NO,2,476,4349866.58,14684.53,0.0034
*,YES,*,YES,YES,*,*,YES,NO,0,474,4387874.05,0.00,0.0000
YES,*,*,YES,*,NO,NO,*,NO,1,473,4824270.81,5020.52,0.0010
*,*,*,*,*,NO,YES,YES,*,122,473,3552587.83,921775.43,0.2595
*,NO,NO,*,*,*,*,YES,*,152,473,3590592.79,1101087.87,0.3067
YES,YES,*,YES,*,NO,*,*,*,48,471,4555224.16,438426.80,0.0962
YES,*,NO,*,*,NO,*,YES,NO,1,469,3837011.88,9664.01,0.0025
YES,*,*,YES,YES,*,NO,*,NO,1,469,4717288.56,5020.52,0.0011
*,YES,*,YES,*,*,NO,YES,*,43,469,4452105.44,455487.18,0.1023
*,*,NO,*,YES,NO,NO,*,*,78,467,3803610.13,649576.54,0.1708
*,NO,*,*,YES,*,*,YES,*,117,466,3970594.12,892930.45,0.2249
YES,YES,*,YES,*,*,*,YES,*,42,466,4519457.41,408610.97,0.0904
YES,*,*,YES,YES,NO,NO,*,*,28,465,4772489.51,280407.13,0.0588
*,NO,*,*,*,NO,*,*,*,118,465,3917232.05,910511.41,0.2324
YES,YES,*,*,YES,NO,*,YES,NO,0,464,4326508.44,0.00,0.0000
*,YES,NO,*,*,NO,NO,*,*,75,464,3659341.38,577427.33,0.1578
*,YES,*,*,YES,NO,NO,YES,NO,0,463,4215857.23,0.00,0.0000
*,*,NO,*,*,NO,NO,YES,NO,1,463,3706266.73,9664.01,0.0026
*,*,NO,NO,*,*,*,YES,NO,1,463,3368297.40,9664.01,0.0029
*,*,*,NO,*,*,*,YES,NO,1,463,3368297.40,9664.01,0.0029
*,*,NO,*,YES,*,NO,*,NO,1,463,3727308.00,5020.52,0.0013
YES,*,NO,*,YES,*,*,*,NO,1,462,3859227.96,5020.52,0.0013
*,YES,*,YES,YES,NO,*,YES,NO,0,460,4276495.72,0.00,0.0000
*,NO,*,*,*,*,*,*,NO,1,460,3899220.89,9664.01,0.0025
*,*,NO,YES,*,*,*,*,NO,1,459,3810127.63,5020.52,0.0013
YES,YES,*,*,*,NO,NO,YES,*,35,459,4271179.06,324224.82,0.0759
YES,*,*,YES,*,NO,NO,YES,NO,0,455,4680702.61,0.00,0.0000
YES,YES,NO,*,*,*,*,YES,*,62,452,3655671.02,506220.30,0.1385
YES,YES,NO,*,*,NO,*,*,*,66,452,3683161.77,528197.08,0.1434
*,YES,NO,*,*,*,NO,YES,*,68,451,3546049.63,541750.29,0.1528
*,YES,*,YES,*,NO,NO,YES,*,41,449,4269995.23,420237.14,0.0984
*,YES,*,YES,YES,*,NO,*,*,43,449,4291655.66,452317.17,0.1054
*,YES,NO,*,YES,*,*,*,NO,1,448,3540427.40,5020.52,0.0014
YES,*,*,YES,YES,*,NO,YES,NO,0,447,4563516.69,0.00,0.0000
YES,YES,*,*,*,*,NO,YES,NO,1,447,4123969.22,9664.01,0.0023
*,*,NO,YES,YES,NO,*,*,*,87,447,3763480.55,717680.55,0.1907
YES,YES,*,*,*,NO,NO,*,NO,2,446,4134602.28,14684.53,0.0036
*,*,*,*,*,*,*,*,YES,397,446,3308436.79,2962775.01,0.8955
YES,YES,*,YES,*,NO,*,YES,*,40,445,4328502.01,373360.93,0.0863
*,*,NO,NO,YES,*,*,YES,*,121,445,3237110.89,895295.99,0.2766
*,*,*,NO,YES,*,*,YES,*,121,445,3237110.89,895295.99,0.2766
*,*,*,*,NO,*,*,*,*,136,444,3197027.93,907723.03,0.2839
YES,*,*,YES,YES,NO,NO,YES,*,22,443,4603180.92,238812.67,0.0519
NO,*,NO,*,*,NO,*,YES,*,130,443,3180125.23,941951.62,0.2962
*,YES,*,YES,*,*,NO,*,NO,1,442,4123445.06,5020.52,0.0012
YES,*,NO,*,*,*,NO,YES,*,60,441,3711008.72,518645.99,0.1398
*,*,NO,YES,YES,*,*,YES,*,77,440,3687061.39,634942.38,0.1722
YES,*,NO,*,YES,NO,*,*,*,65,440,3684832.23,574083.10,0.1558
YES,YES,*,YES,*,*,*,*,NO,1,439,4232436.59,5020.52,0.0012
YES,YES,*,*,YES,*,NO,*,*,33,438,4147969.75,333384.07,0.0804
YES,*,*,YES,YES,NO,NO,*,NO,1,433,4440509.29,5020.52,0.0011
*,*,*,*,YES,*,YES,*,*,128,433,3278681.28,940938.62,0.2870
YES,YES,*,YES,YES,*,*,*,*,38,433,4213027.45,373925.18,0.0888
*,NO,*,*,*,*,NO,*,*,111,431,3691273.56,790848.07,0.2142
*,*,NO,YES,*,*,*,YES,NO,0,430,3578515.22,0.00,0.0000
*,*,NO,*,*,NO,YES,YES,*,120,430,3181146.26,900940.88,0.2832
*,YES,*,YES,YES,NO,NO,*,*,40,430,4145304.71,424408.32,0.1024
*,YES,NO,NO,*,*,*,*,*,95,430,3059205.99,655382.42,0.2142
*,YES,*,NO,*,*,*,*,*,95,430,3059205.99,655382.42,0.2142
YES,*,NO,*,YES,*,*,YES,NO,0,429,3603578.97,0.00,0.0000
*,*,NO,*,YES,*,NO,YES,NO,0,426,3457141.56,0.00,0.0000
*,YES,NO,*,YES,NO,*,*,NO,1,426,3384256.02,5020.52,0.0015
*,*,NO,NO,*,*,NO,*,*,117,425,3008055.27,767027.18,0.2550
*,*,*,NO,*,*,NO,*,*,117,425,3008055.27,767027.18,0.2550
YES,YES,*,*,*,NO,NO,YES,NO,1,424,3947731.96,9664.01,0.0024
